,HOG,label
5911,[0.09663797 0.1965625  0.08862842 ... 0.08614463 0.01705129 0.07721645],0
5912,[0.00624151 0.06519809 0.05538266 ... 0.12910944 0.02660048 0.0288944 ],0
5913,[0.10421266 0.17587505 0.09887548 ... 0.19126117 0.04092631 0.0938795 ],0
5914,[0.18747131 0.23427528 0.02812343 ... 0.13736865 0.01434723 0.02503358],0
5915,[0.081495   0.17821777 0.11697109 ... 0.0302673  0.02124157 0.01539937],0
5916,[0.00027395 0.03137411 0.00596243 ... 0.00514416 0.         0.00303499],0
5917,[0.         0.22014266 0.08518822 ... 0.28600398 0.07298926 0.00522026],0
5918,[0.         0.         0.00496294 ... 0.00292332 0.         0.00538423],0
5919,[0.13981562 0.10251169 0.         ... 0.03934923 0.04278697 0.08637976],0
5920,[0.25059489 0.3154012  0.06839038 ... 0.18175453 0.07418079 0.19406488],0
5921,[0.09226204 0.12943791 0.02749996 ... 0.18372822 0.06595316 0.01020246],1
5922,[0.09581582 0.17907427 0.10439449 ... 0.00463557 0.00534133 0.13869577],0
5923,[0.21433521 0.30964455 0.13800443 ... 0.11063684 0.02562398 0.04272315],0
5924,[0.11814079 0.16491832 0.23435943 ... 0.05613726 0.09616664 0.06402542],0
5925,[0.12665568 0.17932318 0.05825455 ... 0.09026321 0.10306201 0.        ],0
5926,[0.1392722  0.29407924 0.06886881 ... 0.01966906 0.01196654 0.00397002],0
5927,[0.14212795 0.11538657 0.09586567 ... 0.         0.         0.61040456],0
5928,[0.17261496 0.42486392 0.02773602 ... 0.08418873 0.03055768 0.00188582],1
5929,[0.01377619 0.05029217 0.01856756 ... 0.18439305 0.03962261 0.1071846 ],0
5930,[0.18031797 0.35656127 0.17887868 ... 0.20355338 0.06250124 0.08406697],0
5931,[0.006568   0.04951289 0.0905196  ... 0.0294653  0.00539918 0.0426276 ],0
5932,[0.12828016 0.09083518 0.1829605  ... 0.08859001 0.04687287 0.01388061],1
5933,[0.01518725 0.54355528 0.22891336 ... 0.21786249 0.0265868  0.0567545 ],0
5934,[0.11072193 0.20458121 0.07516487 ... 0.06211115 0.00442676 0.04993545],0
5935,[0.08454781 0.20532391 0.05123727 ... 0.04328535 0.01140609 0.02672879],1
5936,[0.05231416 0.17021424 0.13027616 ... 0.11548266 0.00365441 0.        ],0
5937,[0.02904988 0.16098198 0.16214793 ... 0.13709678 0.10615019 0.00500334],0
5938,[0.0757497  0.1994068  0.         ... 0.13954349 0.0183682  0.07616065],0
5939,[0.01577159 0.1383224  0.04369395 ... 0.25388893 0.09483615 0.00100042],0
5940,[0.26706482 0.12083852 0.0303985  ... 0.11376049 0.06817588 0.03707269],0
5941,[0.24000149 0.27791484 0.08961649 ... 0.10633481 0.06706269 0.00511319],1
5942,[0.19159613 0.23486359 0.24545395 ... 0.13634954 0.03783802 0.00437035],0
5943,[0.05353048 0.11745632 0.04854218 ... 0.046846   0.00801742 0.00580659],0
5944,[0.00738437 0.07281181 0.06728272 ... 0.05806456 0.02717784 0.02120891],0
5945,[0.04437949 0.24156161 0.06770264 ... 0.0467579  0.00163809 0.0009405 ],0
5946,"[2.89463921e-02 5.06324829e-02 2.33422587e-03 ... 3.09874369e-02
 7.33428591e-05 1.68286481e-02]",0
5947,[0.02720289 0.07569153 0.02239799 ... 0.00967981 0.         0.25425249],0
5948,[0.0659147  0.14693601 0.04748946 ... 0.08094808 0.04626101 0.05835552],0
5949,[0.05700881 0.11460667 0.14227567 ... 0.12110452 0.03499102 0.08070051],0
5950,[0.         0.         0.         ... 0.03431674 0.00618264 0.27804179],0
5951,"[3.02262315e-04 8.85573622e-04 5.92945234e-05 ... 4.47100041e-02
 3.67136116e-03 2.73790747e-05]",0
5952,[0.00085727 0.03826837 0.00845694 ... 0.17326448 0.05916615 0.01843252],0
5953,[0.01928559 0.0363857  0.00506088 ... 0.         0.         0.        ],1
5954,[0.02908206 0.08659977 0.07371015 ... 0.14371885 0.03252296 0.00618847],1
5955,[0.3414602  0.41988021 0.05474732 ... 0.01239057 0.00292929 0.09272765],0
5956,[0.0610115  0.09859458 0.13503439 ... 0.20766879 0.00243918 0.        ],1
5957,[0.02255171 0.06340582 0.0775246  ... 0.49540118 0.22009198 0.05328054],1
5958,"[3.29045389e-02 6.44134638e-02 1.48521870e-01 ... 6.47475145e-02
 1.95075099e-02 6.79420339e-05]",0
5959,[0.02600345 0.08902442 0.06166404 ... 0.05875836 0.04005124 0.06849762],0
5960,[0.01324611 0.08644681 0.0973072  ... 0.09115056 0.00413635 0.00144273],0
5961,[0.00354975 0.00404118 0.00058828 ... 0.04406852 0.00556211 0.12004477],0
5962,[0.1624099  0.23817023 0.14565087 ... 0.11733038 0.01041105 0.01883056],1
5963,[0.04195363 0.1403149  0.18208876 ... 0.12349429 0.05394678 0.11117   ],0
5964,[0.21814172 0.35033046 0.16799539 ... 0.02481707 0.00809711 0.11066137],0
5965,[0.02007353 0.13341931 0.05919686 ... 0.0024889  0.         0.        ],0
5966,[0.20377687 0.29912033 0.06529819 ... 0.11955289 0.05239255 0.15108162],0
5967,[0.04911881 0.4190109  0.03179455 ... 0.26522666 0.11320444 0.03496099],0
5968,[0.00576191 0.01074982 0.00280224 ... 0.13026011 0.04305091 0.        ],0
5969,[0.0179444  0.0128663  0.00740164 ... 0.06174891 0.03793712 0.03896921],0
5970,[0.05868478 0.09407281 0.08862484 ... 0.01610225 0.01282773 0.05049117],0
5971,[0.00112905 0.00779226 0.00058867 ... 0.         0.         0.        ],1
5972,[0.         0.03231446 0.03451708 ... 0.02105203 0.0082425  0.00090843],0
5973,[0.15534823 0.29857557 0.12001412 ... 0.09075698 0.05234196 0.08314844],0
5974,[0.03477823 0.04824622 0.08955069 ... 0.08210693 0.05193476 0.05189976],1
5975,[0.06178751 0.06761417 0.01041917 ... 0.05371479 0.01486141 0.10886285],0
5976,[0.0875222  0.12707325 0.04613991 ... 0.16517831 0.09461452 0.02156223],0
5977,[0.07686313 0.11431717 0.07810913 ... 0.03488245 0.         0.00035033],0
5978,[0.21430912 0.20922247 0.06671954 ... 0.08856968 0.02609552 0.02572357],0
5979,[0.         0.20140845 0.01049066 ... 0.20419509 0.0846995  0.        ],0
5980,[0.06711191 0.39582929 0.06620426 ... 0.06799748 0.01595782 0.        ],0
5981,[0.0254794  0.03868517 0.04408126 ... 0.14648823 0.10832196 0.07359076],1
5982,[0.19316512 0.21116429 0.08599675 ... 0.18984976 0.10723197 0.11671855],0
5983,[0.02368882 0.05517636 0.02765424 ... 0.04260704 0.00838659 0.02495525],0
5984,[0.01158903 0.19551176 0.15469788 ... 0.04686874 0.02795119 0.00620148],0
5985,[0.27575083 0.29338538 0.18528006 ... 0.08022824 0.07595656 0.0666164 ],0
5986,[0.01334098 0.12073322 0.00834886 ... 0.16231848 0.05355653 0.05238209],0
5987,[0.0354649  0.03227177 0.08852051 ... 0.03614821 0.0176991  0.05321231],0
5988,[0.         0.01806985 0.00757299 ... 0.01489277 0.00969648 0.00166055],0
5989,[0.1270988  0.23316689 0.10181254 ... 0.05621172 0.01842896 0.03170228],1
5990,[0.04138293 0.12691163 0.04543792 ... 0.04719002 0.0018757  0.        ],0
5991,[0.13809666 0.08379814 0.01928163 ... 0.23006323 0.09239913 0.0165631 ],0
5992,[0.14998463 0.37703881 0.17194793 ... 0.03754164 0.02110442 0.01302102],0
5993,[0.03488307 0.14256373 0.02788168 ... 0.0936315  0.01669798 0.01296114],1
5994,[0.06128035 0.17846331 0.18414126 ... 0.32154865 0.12467969 0.06922688],0
5995,[0.10842148 0.20449386 0.01745474 ... 0.12149229 0.02452922 0.02402803],0
5996,[0.21803985 0.32505014 0.42339333 ... 0.03051318 0.06371242 0.26632211],0
5997,[0.19292125 0.25367575 0.1795105  ... 0.16417287 0.05454288 0.01592097],0
5998,[0.1873373  0.2134038  0.15270737 ... 0.18907443 0.01085703 0.05174841],0
5999,[0.00387636 0.07110988 0.04001485 ... 0.21141084 0.04859559 0.02470472],1
6000,[0.30469309 0.39030216 0.0941786  ... 0.00442163 0.00163834 0.03988266],1
6001,[0.07426348 0.1105205  0.00364334 ... 0.0306399  0.01040771 0.06039946],0
6002,[0.1858758  0.33092241 0.09602087 ... 0.00978332 0.00522585 0.36408066],0
6003,[0.1023341  0.38343308 0.00038662 ... 0.13916005 0.1536174  0.02513756],0
6004,[0.21706348 0.03382832 0.03415071 ... 0.0898725  0.04103815 0.01610588],0
6005,[0.17901226 0.24896489 0.10123736 ... 0.0008225  0.00682577 0.03745549],0
6006,[0.25161052 0.30980521 0.05203708 ... 0.26587123 0.2036291  0.00294438],1
6007,[0.16111083 0.29668539 0.10559939 ... 0.19207338 0.08914855 0.0646084 ],1
6008,[0.23514256 0.35449375 0.07492744 ... 0.03941781 0.00415861 0.28958069],0
6009,[0.10724867 0.1361205  0.13128923 ... 0.0786451  0.00066715 0.03371681],0
6010,[0.         0.08271839 0.01437006 ... 0.07788299 0.0191076  0.05085171],0
6011,[0.01782379 0.07575964 0.0341417  ... 0.05266676 0.00073616 0.25518868],0
6012,[0.24141279 0.51997887 0.05676068 ... 0.05766796 0.02931881 0.00315096],0
6013,[0.09375657 0.16237313 0.08816121 ... 0.09891117 0.         0.        ],0
6014,[0.15938905 0.47041147 0.09337799 ... 0.05159716 0.0265885  0.01014097],0
6015,[       nan        nan        nan ... 0.15135072 0.04429645 0.13400022],0
6016,[0.15384413 0.25968511 0.08648531 ... 0.1139113  0.06287717 0.00890004],1
6017,[0.02497462 0.06978949 0.02120184 ... 0.25110239 0.11814614 0.00140816],0
6018,[0.1269176  0.30976225 0.1083379  ... 0.10687997 0.01962095 0.00607766],0
6019,[0.16741593 0.25884286 0.09863264 ... 0.09646559 0.02796079 0.        ],0
6020,[0.23672618 0.57022155 0.00699496 ... 0.01857056 0.01027402 0.10576092],1
6021,[0.00091085 0.02143148 0.00543839 ... 0.08998258 0.025861   0.04084537],0
6022,[0.         0.13433726 0.03555349 ... 0.0627238  0.01580654 0.03713922],0
6023,[       nan        nan        nan ... 0.07954085 0.04558873 0.01336647],0
6024,[0.35412921 0.53530763 0.03619203 ... 0.03452382 0.01062482 0.        ],0
6025,[0.1516621  0.31477943 0.0508817  ... 0.02700221 0.00672319 0.00775576],0
6026,[0.04454333 0.16905943 0.20383313 ... 0.0924437  0.03383328 0.04150541],0
6027,[0.         0.01430174 0.00252338 ... 0.13692572 0.04156159 0.09409949],0
6028,[0.08009018 0.30480322 0.07514207 ... 0.17884922 0.22178325 0.14073519],0
6029,[0.06698266 0.09507383 0.0494756  ... 0.02777992 0.02633275 0.01684873],0
6030,[0.10596013 0.10506742 0.13840928 ... 0.01023388 0.00883379 0.103986  ],0
6031,[0.19655777 0.34212074 0.10867748 ... 0.10896966 0.03007182 0.07226572],0
6032,[0.13812111 0.36810278 0.13883894 ... 0.14748746 0.08010128 0.06650006],0
6033,[0.0045232  0.01220999 0.00924262 ... 0.07575829 0.02148753 0.0254579 ],0
6034,"[2.56152456e-02 6.22157934e-02 3.25776012e-02 ... 2.13911833e-01
 1.23388389e-01 1.43598131e-04]",0
6035,[0.01329716 0.0392626  0.01181252 ... 0.09455937 0.05205821 0.08622998],0
6036,[0.11181538 0.33882833 0.22355808 ... 0.37678284 0.11391003 0.07503717],0
6037,[0.02173488 0.01716617 0.00374333 ... 0.10350677 0.06657235 0.00478219],0
6038,[0.00294905 0.11707227 0.01065501 ... 0.06457138 0.02286618 0.01047829],0
6039,[0.         0.04170431 0.01906087 ... 0.         0.         0.        ],0
6040,[0.00380625 0.06217644 0.00284196 ... 0.14126083 0.00854593 0.01177791],0
6041,[0.00365248 0.0209115  0.02129835 ... 0.45112431 0.15045072 0.02170086],1
6042,[0.         0.13610424 0.03842261 ... 0.07072807 0.008752   0.        ],0
6043,[0.11190881 0.35783911 0.21826952 ... 0.10404489 0.05584896 0.01632428],0
6044,[0.14477072 0.27207268 0.34643628 ... 0.00626539 0.00387463 0.34935132],0
6045,[0.03642038 0.06446115 0.02786861 ... 0.07223957 0.03086922 0.19544452],0
6046,[0.0116626  0.01792743 0.02068781 ... 0.15928482 0.01440444 0.03834424],1
6047,[0.01103083 0.02541263 0.02573229 ... 0.02365363 0.0071015  0.0297724 ],0
6048,[0.18439391 0.15158114 0.08052798 ... 0.13371815 0.04838633 0.0480227 ],0
6049,[0.0385494  0.14459367 0.08495693 ... 0.06310955 0.01833132 0.00256483],0
6050,[0.         0.15309002 0.00771745 ... 0.         0.         0.        ],0
6051,[0.12029634 0.17129966 0.01629443 ... 0.04165941 0.01389917 0.05037921],0
6052,[0.06218225 0.18752781 0.07029919 ... 0.02880125 0.01282019 0.08361247],0
6053,[0.20408692 0.26177139 0.14850659 ... 0.08984625 0.03511747 0.00784435],1
6054,[0.09087634 0.41022227 0.20907206 ... 0.05949298 0.05195364 0.17915631],1
6055,[0.46133111 0.41786655 0.08270825 ... 0.31416942 0.27509924 0.05605869],0
6056,[0.08933732 0.14087973 0.08081112 ... 0.05125427 0.0133936  0.04672527],0
6057,[0.01398684 0.2616641  0.0118973  ... 0.1307812  0.03630313 0.20675395],1
6058,[0.20851785 0.38020844 0.28001355 ... 0.00197582 0.00054093 0.00331309],0
6059,[0.13296803 0.49045064 0.29445208 ... 0.10075635 0.13071172 0.13096646],0
6060,[0.01083368 0.03402749 0.01021674 ... 0.13462016 0.14532159 0.02183368],0
6061,[0.14792788 0.06505154 0.02923403 ... 0.14728219 0.06041891 0.15370857],0
6062,[0.         0.01951771 0.         ... 0.0273974  0.         0.        ],0
6063,[0.         0.26516728 0.04191257 ... 0.08809567 0.04724691 0.11382952],0
6064,[0. 0. 0. ... 0. 0. 0.],0
6065,[0.06025432 0.07646005 0.05090915 ... 0.05934119 0.00692898 0.0016158 ],0
6066,[0.         0.         0.         ... 0.13544426 0.02756894 0.0593119 ],0
6067,[0.         0.25219711 0.         ... 0.08802605 0.08396838 0.04956975],0
6068,[0.05948868 0.0882362  0.12801443 ... 0.06274504 0.00530348 0.12558552],0
6069,[0.22663915 0.21885628 0.16282379 ... 0.06990345 0.02911289 0.00845504],0
6070,[0.17164132 0.37998421 0.03650735 ... 0.04744119 0.00833042 0.01365896],0
6071,[0.         0.         0.         ... 0.04247422 0.01066055 0.03993054],0
6072,[0.23288509 0.20108938 0.05896671 ... 0.20103006 0.01121487 0.01806792],0
6073,[0.12144532 0.13515938 0.09758916 ... 0.10858968 0.03019696 0.03735395],0
6074,"[8.10906019e-02 2.17561573e-01 7.02312526e-02 ... 1.19995489e-01
 4.36224855e-02 2.43932851e-05]",0
6075,[0.19801778 0.32495408 0.16296998 ... 0.01843248 0.00486772 0.02114614],0
6076,[0.00354699 0.01839844 0.06689952 ... 0.00862098 0.00195    0.04820177],0
6077,[0.0016168  0.10758787 0.08652677 ... 0.22927881 0.24455162 0.12612442],0
6078,[0.03582477 0.05399586 0.04466463 ... 0.01677522 0.0015024  0.        ],0
6079,[0.01454719 0.11215727 0.09483161 ... 0.20179137 0.07109626 0.01987872],0
6080,[0.01186747 0.16968653 0.12683163 ... 0.2758804  0.06847784 0.00961561],0
6081,[0.06037407 0.15058947 0.09857269 ... 0.12598547 0.05968449 0.1005266 ],0
6082,[0.10372637 0.1132101  0.04714131 ... 0.09838789 0.01625832 0.15579286],0
6083,[0.03570709 0.10281122 0.07589574 ... 0.10896348 0.03449601 0.09094976],0
6084,[0.05377489 0.17812291 0.04021854 ... 0.09158882 0.02539565 0.00487294],0
6085,[0.         0.         0.02623788 ... 0.00210442 0.         0.        ],0
6086,[0.11477961 0.22776992 0.06370915 ... 0.02777143 0.01040608 0.00409185],0
6087,[0.0242579  0.09488507 0.08045195 ... 0.23399046 0.31280342 0.01337689],0
6088,[0.03259704 0.02506378 0.00165093 ... 0.11206162 0.02929631 0.        ],0
6089,[0.19302122 0.35523079 0.0048372  ... 0.05926757 0.05105928 0.00391698],0
6090,[0.04930354 0.16923186 0.02935837 ... 0.05286309 0.01924605 0.10212781],0
6091,[0.00224825 0.05489393 0.00165473 ... 0.05940908 0.01381881 0.01301238],0
6092,[0.         0.04868479 0.01117266 ... 0.05401148 0.00920379 0.00675035],1
6093,[0.011315   0.03229469 0.02704361 ... 0.12965973 0.02043218 0.00763207],1
6094,[0.11814429 0.22319102 0.02360365 ... 0.         0.         0.        ],1
6095,[0.11268402 0.25451544 0.06776552 ... 0.00356076 0.0011839  0.        ],1
6096,[0.         0.27295909 0.         ... 0.06554664 0.07609283 0.0914232 ],0
6097,[0.0156602  0.04921094 0.08401803 ... 0.05039965 0.01469138 0.01013512],0
6098,[0.         0.11013032 0.00558185 ... 0.05213818 0.06454381 0.00443983],0
6099,[0.0191406  0.12542323 0.014601   ... 0.05745262 0.01910212 0.        ],0
6100,[0.00990149 0.0527026  0.00842392 ... 0.08914085 0.02633813 0.02515044],0
6101,[0.         0.01337495 0.12906976 ... 0.14205872 0.12814651 0.0260401 ],1
6102,[0.39375975 0.24031774 0.04872959 ... 0.10486663 0.0019134  0.        ],1
6103,[0.14531739 0.24180207 0.0861113  ... 0.08655672 0.03806719 0.17048119],0
6104,[0.03137447 0.09179751 0.03428735 ... 0.         0.         0.        ],0
6105,[0.25256421 0.83049797 0.04046265 ... 0.23529047 0.03197026 0.00388271],0
6106,[0.24669642 0.17539668 0.05002381 ... 0.25608102 0.07003842 0.04513127],0
6107,[0.05714478 0.1981474  0.07653143 ... 0.08683115 0.03970879 0.01453023],1
6108,[0.         0.01619635 0.         ... 0.28854611 0.06891778 0.07086326],0
6109,[0.         0.04574746 0.03084891 ... 0.05872932 0.02826177 0.0389105 ],0
6110,[0.03550649 0.07556051 0.03410137 ... 0.11641049 0.0234429  0.02076247],0
6111,[0.         0.00331062 0.0086323  ... 0.08699364 0.03625689 0.00473428],0
6112,[0.08020236 0.21874427 0.06890256 ... 0.07830691 0.01445375 0.05136598],0
6113,[0.21080078 0.31495194 0.24782033 ... 0.06237953 0.00886644 0.00135979],0
6114,[0.10212242 0.2299443  0.1847369  ... 0.060881   0.02029084 0.01211232],1
6115,[0.12063433 0.50691764 0.42467768 ... 0.29367441 0.08888448 0.03203686],0
6116,[0.27173752 0.33422321 0.13465966 ... 0.04555209 0.01260564 0.00964413],0
6117,[0.14724888 0.29278463 0.07321241 ... 0.14931689 0.06921394 0.01581815],0
6118,[0.0017212  0.13336093 0.20747364 ... 0.03003854 0.0133554  0.07039683],1
6119,[0.12470829 0.13825997 0.03325424 ... 0.26007429 0.02688601 0.00606919],0
6120,[0.02486798 0.10188794 0.13027879 ... 0.11383145 0.03756028 0.040735  ],0
6121,[0.07317374 0.13524431 0.07348557 ... 0.29645074 0.13367569 0.10370327],0
6122,[0.32778143 0.32851232 0.13002683 ... 0.0632972  0.07945189 0.05555704],0
6123,[0.19719649 0.24922213 0.10595378 ... 0.28181483 0.07252488 0.04880717],0
6124,[0.05895417 0.28454252 0.18722436 ... 0.05032983 0.02375207 0.00626136],0
6125,[0.02447493 0.0119754  0.10519057 ... 0.16393854 0.03182426 0.06108953],0
6126,[0.07220705 0.21654123 0.11958646 ... 0.04118078 0.04369043 0.06265724],0
6127,"[2.10415790e-02 2.16440443e-02 2.25710214e-02 ... 4.12342700e-01
 7.21101656e-02 1.24151874e-04]",0
6128,[0.0118262  0.02230514 0.00878135 ... 0.23938013 0.18086975 0.10097311],0
6129,[0.04748016 0.09617577 0.13086129 ... 0.12732798 0.0509143  0.01512965],0
6130,[0.08616462 0.15920417 0.03575895 ... 0.21988421 0.13614426 0.01794062],0
6131,[0.12625755 0.28174532 0.10673183 ... 0.02199758 0.00730525 0.01649475],0
6132,[0.01024178 0.07988362 0.00536379 ... 0.         0.         0.        ],0
6133,[0.01310066 0.15263722 0.05086714 ... 0.1208287  0.15443075 0.08503474],0
6134,[0.00278449 0.00918249 0.00130417 ... 0.45262101 0.19800019 0.03859206],0
6135,[0.0655366  0.11695269 0.07285904 ... 0.19458082 0.08979667 0.04554023],0
6136,[0.         0.         0.00674773 ... 0.06788237 0.07551501 0.00224696],0
6137,[0.0895798  0.1837186  0.06840935 ... 0.33754654 0.23730328 0.07582788],0
6138,[0.02576453 0.12533947 0.10900101 ... 0.25787126 0.14254991 0.0352633 ],0
6139,[0.01255775 0.01177996 0.01948663 ... 0.1882616  0.14969567 0.02532483],0
6140,[0.         0.27029554 0.0113739  ... 0.02670701 0.00923102 0.00254705],0
6141,[0.07251904 0.18288301 0.06874899 ... 0.06552324 0.02593386 0.04407003],0
6142,[0.28382004 0.4747667  0.12941717 ... 0.07217671 0.03025966 0.17266147],0
6143,[0.03492173 0.02894538 0.0154018  ... 0.04318344 0.02647274 0.12221893],0
6144,[0.2646052  0.18048053 0.07390032 ... 0.06676055 0.04098476 0.00604664],0
6145,"[0.00000000e+00 9.45252866e-04 2.60894484e-04 ... 3.39798655e-01
 1.24418979e-01 5.91987511e-02]",0
6146,[0.18144185 0.18133596 0.18741948 ... 0.07692049 0.04184099 0.11050369],0
6147,[0.04324264 0.22201419 0.04497077 ... 0.1231966  0.04974205 0.03830935],0
6148,[0.22055018 0.28038571 0.09147412 ... 0.00558934 0.00185837 0.0035505 ],0
6149,[0.01619216 0.76504545 0.15085013 ... 0.00182923 0.01389966 0.03274578],0
6150,[0.0072017  0.01474536 0.00725638 ... 0.01108446 0.01684969 0.01010005],1
6151,[0.12693996 0.1864785  0.17821614 ... 0.03673853 0.02932871 0.00357456],0
6152,[0.37502448 0.19298912 0.0334924  ... 0.11874959 0.03686132 0.15037716],0
6153,[0.12392465 0.17464287 0.09859875 ... 0.01240368 0.00341375 0.32940283],0
6154,[0.00056056 0.         0.         ... 0.0351295  0.01761486 0.00241041],0
6155,[0.00463407 0.03422937 0.01552142 ... 0.04302997 0.0029564  0.29186764],1
6156,[0.1239699  0.41367433 0.00087286 ... 0.09486061 0.09840488 0.21486781],1
6157,[0.00766605 0.01288227 0.00312783 ... 0.14043618 0.09191756 0.00587404],0
6158,[0.08294396 0.20164078 0.11730151 ... 0.13568318 0.02440399 0.17810751],0
6159,[0.07883376 0.23415262 0.08286476 ... 0.15873099 0.01537461 0.01411987],0
6160,[0.39068093 0.2730202  0.15166522 ... 0.20263104 0.0547423  0.1610744 ],0
6161,[0.0278232  0.17656277 0.12895155 ... 0.03065257 0.01622184 0.02209042],0
6162,[0.00257359 0.01365219 0.01206762 ... 0.17286458 0.07376065 0.03341301],0
6163,[0.01741366 0.06442828 0.05146272 ... 0.11906015 0.05617616 0.06569768],0
6164,[0.04504512 0.12473797 0.08685908 ... 0.07022121 0.03801879 0.07033375],0
6165,[0.27007994 0.26912492 0.16034928 ... 0.11904047 0.0104561  0.02815536],0
6166,[0.01605029 0.08510268 0.03374112 ... 0.0358686  0.01816541 0.00754552],0
6167,[0.         0.13856022 0.00782546 ... 0.05395605 0.0558507  0.        ],0
6168,[0.42329244 0.3558568  0.19380801 ... 0.13657223 0.03031488 0.00061309],0
6169,[0.0322299  0.06233883 0.0597368  ... 0.04521409 0.03359687 0.00804154],0
6170,[0.0025192  0.02463266 0.00057176 ... 0.0588502  0.00094017 0.00962255],0
6171,[0.         0.09962755 0.06134886 ... 0.01827007 0.         0.        ],0
6172,[0.         0.60087813 0.         ... 0.1332322  0.01689656 0.06433197],0
6173,[0.19788194 0.3963153  0.01928012 ... 0.02233511 0.00662722 0.01078546],0
6174,[0.15907245 0.17167621 0.14889665 ... 0.05813141 0.05334471 0.06040666],0
6175,[0.00030588 0.0459575  0.01918787 ... 0.14373357 0.13349843 0.00094942],0
6176,[0.01187928 0.087797   0.02799312 ... 0.21242352 0.03227434 0.04305509],0
6177,[0.02412291 0.20966608 0.11012789 ... 0.24275062 0.05058454 0.10531249],0
6178,[0.04139797 0.06443455 0.07622152 ... 0.24672757 0.06184295 0.01611278],0
6179,[0.01639373 0.01603413 0.0082239  ... 0.15512436 0.03952846 0.05534103],1
6180,[0.00142719 0.02473168 0.01615163 ... 0.03867558 0.00098959 0.00827213],0
6181,[0.01731264 0.02464326 0.01618191 ... 0.06761229 0.05506964 0.12384375],0
6182,[0.3269257  0.2675238  0.02532169 ... 0.041664   0.08447142 0.01781129],0
6183,[0.14981831 0.5050396  0.14481725 ... 0.08309589 0.00707902 0.04986336],0
6184,[0.         0.         0.         ... 0.04603814 0.00609925 0.        ],0
6185,[0.06313811 0.09164827 0.09628188 ... 0.05742297 0.01297959 0.06706136],0
6186,[0.03170617 0.19564286 0.22227565 ... 0.05180563 0.01291948 0.05906565],0
6187,[0.01309692 0.2027     0.16302444 ... 0.06643206 0.0535419  0.07418713],0
6188,[0.02738649 0.16094442 0.11071312 ... 0.14863702 0.07531608 0.03884737],0
6189,[0.14178963 0.15907117 0.00682607 ... 0.03374487 0.01631322 0.0746692 ],0
6190,[0.03585674 0.15453069 0.01303668 ... 0.31256522 0.05651213 0.00747382],0
6191,[0.17427024 0.63622301 0.01058738 ... 0.01906165 0.00397592 0.0296879 ],0
6192,[0.26306441 0.554107   0.1870775  ... 0.00433829 0.0024297  0.21650266],0
6193,[0.13019421 0.40485517 0.14462491 ... 0.23822551 0.22222773 0.03821487],0
6194,[0.02663626 0.05227262 0.02943148 ... 0.05947205 0.01634531 0.00242493],1
6195,"[1.18476510e-04 2.15627266e-02 2.14812748e-02 ... 1.72606963e-01
 3.46302424e-02 1.28210402e-03]",0
6196,[0.0740882  0.16446356 0.0819504  ... 0.05969278 0.00557432 0.04595366],0
6197,[0.         0.29955395 0.01138094 ... 0.0910465  0.01900243 0.01056352],0
6198,[0.00391095 0.02766949 0.00470619 ... 0.08743119 0.10468678 0.12888388],0
6199,[0.14227743 0.44683908 0.36746781 ... 0.00360125 0.00105672 0.00345201],0
6200,[0.4101526  0.45446427 0.16537933 ... 0.01173279 0.00453006 0.01775456],0
6201,[0.13163121 0.510076   0.15410959 ... 0.18712174 0.11396462 0.06460819],0
6202,[0.00902027 0.22170162 0.08854188 ... 0.0134069  0.00185032 0.00061683],0
6203,[0.04758099 0.05568956 0.0873408  ... 0.07817947 0.03354157 0.04205573],1
6204,[0.08790557 0.21754586 0.10860135 ... 0.15600024 0.07037096 0.01726289],0
6205,[0.28208609 0.65522382 0.28463048 ... 0.00561337 0.01468693 0.00174773],0
6206,[0.00035742 0.02702475 0.00124074 ... 0.06404825 0.01941666 0.07634866],0
6207,[0.03678752 0.36824947 0.12923552 ... 0.15934222 0.1489165  0.20864226],1
6208,[0.10231605 0.11471131 0.07818204 ... 0.16078476 0.09700679 0.06151528],0
6209,[0.03313629 0.27147376 0.1633569  ... 0.00699315 0.00130085 0.00891931],0
6210,[0.077079   0.37335119 0.15469605 ... 0.09064177 0.06567862 0.07746567],0
6211,[0.06676236 0.35593332 0.00495047 ... 0.04024983 0.01621975 0.05861978],0
6212,[0.05953714 0.0887953  0.07068578 ... 0.06532444 0.0561099  0.11765846],0
6213,[0.10301693 0.13587989 0.06274189 ... 0.02824493 0.01852416 0.07696145],1
6214,[0.24330743 0.41217693 0.32596661 ... 0.05370372 0.02817016 0.07299613],0
6215,[0.20100637 0.26625733 0.16916131 ... 0.00102198 0.00374323 0.02053356],0
6216,[0.04420714 0.02955365 0.02928473 ... 0.01917108 0.02975097 0.03074105],1
6217,[0.03110445 0.17641507 0.10058798 ... 0.04712452 0.02858469 0.01239368],0
6218,[0.04574446 0.0898297  0.05245819 ... 0.05477054 0.01191363 0.00371839],0
6219,[0.01156648 0.09610294 0.05921268 ... 0.12875194 0.07102891 0.05985289],0
6220,[0.12226764 0.19416377 0.05078924 ... 0.00138803 0.         0.29661287],0
6221,[0.36567176 0.37853101 0.11954925 ... 0.0846749  0.08535887 0.03846239],0
6222,[0.         0.         0.         ... 0.01132099 0.01455357 0.00177206],0
6223,[0.16365081 0.14352833 0.12905854 ... 0.13544684 0.05788421 0.03860121],1
